time,user_id
2019-03-29 05:41:49 UTC,3074457346449974005
2019-04-01 06:54:51 UTC,3074457346468427960
2019-02-27 14:00:29 UTC,3074457346452600256
2019-02-26 02:33:57 UTC,3074457346476397206
2019-02-21 22:33:40 UTC,3074457345962810102
2019-04-09 11:19:47 UTC,3074457346466136927
2019-02-25 22:49:32 UTC,3074457346241834657
2019-04-11 14:47:29 UTC,3074457346448227298
2019-02-19 10:51:38 UTC,3074457346315105601
2019-03-01 10:50:49 UTC,3074457346468029604
2019-03-13 07:41:24 UTC,3074457346442940351
2019-03-14 04:08:41 UTC,3074457346464724576
2019-02-26 14:19:13 UTC,3074457346438123408
2019-05-13 00:01:29 UTC,3074457346452954457
2019-04-07 07:18:30 UTC,3074457346436368214
2019-04-03 06:52:52 UTC,3074457346459911592
2019-05-06 15:56:06 UTC,3074457346434152209
2019-02-18 05:22:20 UTC,3074457346447385499
2019-02-06 16:09:23 UTC,3074457346438914699
2019-02-20 11:17:58 UTC,3074457346438416838
2019-02-18 10:05:59 UTC,3074457346440810125
2019-02-15 08:10:27 UTC,3074457346449248264
2019-06-14 11:49:15 UTC,3074457346431599913
2019-04-03 10:40:25 UTC,3074457346448116944
2019-02-08 07:06:20 UTC,3074457346441087239
2019-05-13 16:12:31 UTC,3074457346469339395
2019-02-19 10:32:25 UTC,3074457346296697507
2019-05-17 13:09:59 UTC,3074457346482077366
2019-05-02 09:10:42 UTC,3074457346446890114
2019-05-21 10:56:16 UTC,3074457346482242806
2019-06-05 19:29:11 UTC,3074457346466600548
2019-02-08 08:26:42 UTC,3074457346438378888
2019-02-26 11:25:22 UTC,3074457346434032937
2019-02-18 12:46:26 UTC,3074457346302496107
2019-02-05 06:50:44 UTC,3074457346429396958
2019-02-28 16:12:11 UTC,3074457346482035811
2019-03-12 22:27:07 UTC,3074457346478675527
2019-02-11 18:18:57 UTC,3074457346448530498
2019-02-12 20:03:16 UTC,3074457346451097433
2019-02-18 16:33:07 UTC,3074457346069908655
2019-02-15 21:49:14 UTC,3074457346456716111
2019-02-27 07:02:59 UTC,3074457346410562318
2019-03-10 16:03:37 UTC,3074457346451200439
2019-02-23 16:44:32 UTC,3074457346445932276
2019-02-16 09:10:18 UTC,3074457346458304128
2019-05-13 05:49:07 UTC,3074457346445564260
2019-02-25 00:29:52 UTC,3074457346430461331
2019-02-08 14:27:01 UTC,3074457346441385364
2019-02-20 09:23:26 UTC,3074457345944500265
2019-03-27 16:17:29 UTC,3074457346434031341
2019-02-21 09:59:57 UTC,3074457346460123969
2019-06-07 08:36:15 UTC,3074457346454876078
2019-02-21 20:53:46 UTC,3074457346458105415
2019-05-17 02:52:17 UTC,3074457346479291106
2019-02-13 11:46:26 UTC,3074457346438125556
2019-02-20 20:47:40 UTC,3074457346467024612
2019-03-01 01:35:19 UTC,3074457346469512692
2019-02-10 08:34:14 UTC,3074457346445020654
2019-02-19 06:38:18 UTC,3074457346460633736
2019-02-22 16:14:55 UTC,3074457346456896195
2019-02-28 20:15:55 UTC,3074457346428783789
2019-02-13 14:56:03 UTC,3074457346414815063
2019-05-08 19:32:48 UTC,3074457346471202458
2019-02-26 15:07:02 UTC,3074457346314934826
2019-03-26 12:23:51 UTC,3074457346472717697
2019-02-22 21:41:31 UTC,3074457346176242710
2019-02-09 10:56:37 UTC,3074457346443357598
2019-03-20 18:04:56 UTC,3074457346439699996
2019-03-05 21:12:24 UTC,3074457346457357534
2019-02-07 19:23:32 UTC,3074457346441921473
2019-05-10 18:12:09 UTC,3074457346437557994
2019-05-22 06:48:50 UTC,3074457346473768353
2019-02-26 22:54:35 UTC,3074457346409260371
