user_id,time,click_upgrade_from
3074457346473490975,2019-06-16 09:14:08 UTC,
3074457346482151458,2019-06-07 08:52:33 UTC,
3074457346471501338,2019-06-05 02:06:02 UTC,
3074457346463238042,2019-06-17 09:04:42 UTC,
3074457346440278807,2019-05-22 03:19:29 UTC,
3074457346453998200,2019-06-09 18:21:40 UTC,
3074457346468029741,2019-05-22 08:44:02 UTC,
3074457346478437435,2019-06-10 08:57:43 UTC,
3074457346482723897,2019-05-29 17:38:07 UTC,
78654696,2019-04-10 12:02:35 UTC,jira_addon
3074457346449474398,2019-02-12 09:23:29 UTC,jira_addon
3074457346481951781,2019-02-28 09:36:59 UTC,jira_addon
3074457346463310137,2019-02-19 15:43:47 UTC,jira_addon
3074457346440667618,2019-02-07 16:41:06 UTC,jira_addon
3074457346477353514,2019-02-26 13:15:02 UTC,jira_addon
3074457346438123408,2019-02-14 16:22:32 UTC,jira_addon
3074457346430784321,2019-06-17 23:46:12 UTC,jira_addon
3074457346454278942,2019-03-17 21:36:42 UTC,jira_addon
3074457346449537971,2019-05-21 11:41:14 UTC,jira_addon
3074457346463315519,2019-02-20 02:59:15 UTC,jira_addon
3074457346454532843,2019-05-08 15:50:26 UTC,jira_addon
3074457346480133637,2019-03-15 17:40:19 UTC,jira_addon
3074457346480744177,2019-03-14 18:33:05 UTC,jira_addon
3074457346480744177,2019-03-14 18:33:07 UTC,jira_addon
3074457346468748700,2019-02-21 17:48:15 UTC,jira_addon
3074457346467948554,2019-06-06 14:16:13 UTC,jira_addon
3074457346451280849,2019-04-14 16:49:52 UTC,jira_addon
3074457346451280849,2019-04-14 16:49:53 UTC,jira_addon
3074457346477163061,2019-05-20 05:19:55 UTC,jira_addon
3074457346432121006,2019-02-19 04:39:53 UTC,jira_addon
3074457346454278942,2019-03-05 16:44:10 UTC,jira_addon
3074457346477893138,2019-02-27 10:55:30 UTC,jira_addon
3074457346468609236,2019-03-03 03:19:52 UTC,jira_addon
3074457346468609236,2019-03-03 03:19:54 UTC,jira_addon
3074457346467948554,2019-02-27 14:48:25 UTC,jira_addon
3074457346477608544,2019-02-27 16:25:42 UTC,jira_addon
3074457346467948554,2019-02-27 14:48:24 UTC,jira_addon
3074457346478163343,2019-03-05 17:04:57 UTC,jira_addon
3074457346475558494,2019-02-28 15:54:02 UTC,jira_addon
3074457346429456865,2019-02-01 09:24:24 UTC,jira_addon
3074457346473484086,2019-04-10 07:44:07 UTC,jira_addon
3074457346429054478,2019-02-12 20:22:42 UTC,jira_addon
3074457346460748759,2019-02-18 17:35:42 UTC,jira_addon
3074457346465954705,2019-02-20 15:57:09 UTC,jira_addon
3074457346452602824,2019-02-21 09:37:18 UTC,jira_addon
3074457346452602824,2019-02-21 09:37:19 UTC,jira_addon
3074457346452602824,2019-02-21 09:03:53 UTC,jira_addon
3074457346438607749,2019-02-06 13:11:32 UTC,jira_addon
3074457346438607749,2019-02-06 14:34:12 UTC,jira_addon
3074457346458614057,2019-04-16 15:20:24 UTC,jira_addon
3074457346479200463,2019-02-27 09:54:43 UTC,jira_addon
3074457346461680382,2019-02-26 12:26:56 UTC,jira_addon
3074457346477270623,2019-02-26 14:33:04 UTC,jira_addon
3074457346477270623,2019-02-26 14:33:05 UTC,jira_addon
3074457346465866612,2019-03-14 22:05:03 UTC,jira_addon
3074457346465866612,2019-03-14 22:05:00 UTC,jira_addon
3074457346478680076,2019-02-27 15:01:46 UTC,jira_addon
3074457346441335814,2019-02-07 15:31:12 UTC,jira_addon
3074457345780556388,2019-02-18 14:13:46 UTC,jira_addon
3074457345780556388,2019-02-18 18:56:46 UTC,jira_addon
3074457346466351362,2019-02-21 14:50:20 UTC,jira_addon
3074457346468406228,2019-03-22 15:19:50 UTC,jira_addon
3074457346467318011,2019-03-04 06:32:58 UTC,jira_addon
3074457346432992283,2019-02-03 20:13:13 UTC,jira_addon
3074457346431693904,2019-02-12 17:09:25 UTC,jira_addon
3074457346466041417,2019-03-22 15:36:45 UTC,jira_addon
3074457346430500296,2019-02-22 19:05:39 UTC,jira_addon
3074457346432078855,2019-02-03 04:25:42 UTC,jira_addon
3074457346473238949,2019-05-05 11:12:55 UTC,jira_addon
3074457346473238949,2019-05-05 11:12:58 UTC,jira_addon
3074457346444743634,2019-02-09 12:11:37 UTC,jira_addon
3074457346430770610,2019-02-27 20:10:48 UTC,jira_addon
3074457346440860054,2019-05-06 12:59:03 UTC,jira_addon
3074457346463096145,2019-02-19 10:48:08 UTC,jira_addon
3074457346453978937,2019-05-23 21:07:50 UTC,jira_addon
3074457346435252817,2019-02-04 23:50:29 UTC,jira_addon
3074457346440055546,2019-04-24 03:55:21 UTC,jira_addon
3074457346436862205,2019-02-05 17:42:15 UTC,jira_addon
3074457346479097419,2019-02-27 05:20:42 UTC,jira_addon
3074457346465494665,2019-02-20 09:59:52 UTC,jira_addon
3074457346477090459,2019-05-15 09:44:57 UTC,jira_addon
3074457346477717114,2019-02-28 12:43:19 UTC,jira_addon
3074457346276767333,2019-05-09 14:49:53 UTC,jira_addon
3074457346471280787,2019-02-22 17:59:00 UTC,jira_addon
3074457346471501189,2019-02-22 20:47:47 UTC,jira_addon
3074457346449627885,2019-02-12 11:19:41 UTC,jira_addon
3074457346440952962,2019-04-16 20:44:08 UTC,jira_addon
3074457346461363835,2019-03-27 09:30:47 UTC,backup_board
3074457346483779938,2019-03-09 18:10:02 UTC,backup_board
3074457346483455772,2019-03-01 12:22:46 UTC,backup_board
3074457346471961034,2019-02-23 09:54:47 UTC,backup_board
3074457346440872009,2019-02-07 13:13:59 UTC,backup_board
3074457346440883297,2019-02-07 13:10:33 UTC,backup_board
3074457346291362074,2019-02-07 18:45:12 UTC,backup_board
3074457346482018979,2019-03-03 10:30:39 UTC,backup_board
3074457346446560722,2019-03-18 12:17:52 UTC,backup_board
3074457346477489763,2019-02-26 15:40:47 UTC,backup_board
3074457346462888114,2019-03-12 17:08:18 UTC,backup_board
3074457346472717951,2019-02-23 21:55:22 UTC,backup_board
3074457346438258829,2019-02-23 12:32:12 UTC,backup_board
3074457346472717951,2019-02-23 22:08:23 UTC,backup_board
3074457346472717951,2019-02-23 22:08:21 UTC,backup_board
3074457346479480301,2019-02-27 12:20:01 UTC,backup_board
3074457346450771298,2019-02-12 20:12:47 UTC,backup_board
3074457346449369680,2019-02-12 14:05:56 UTC,backup_board
3074457346440872009,2019-02-12 13:58:18 UTC,backup_board
3074457346440872009,2019-02-12 12:32:17 UTC,backup_board
3074457346477051945,2019-02-26 10:50:43 UTC,backup_board
3074457346103806535,2019-02-04 08:47:44 UTC,backup_board
3074457345803636538,2019-04-09 10:32:48 UTC,backup_board
3074457346347704082,2019-02-13 17:27:17 UTC,backup_board
3074457346451957986,2019-02-13 08:38:21 UTC,backup_board
3074457346450396987,2019-02-12 15:55:45 UTC,backup_board
3074457346462484930,2019-05-03 18:13:04 UTC,backup_board
3074457346462484930,2019-05-03 18:16:36 UTC,backup_board
3074457346469573986,2019-03-12 15:40:26 UTC,backup_board
3074457346433622652,2019-02-10 20:04:57 UTC,backup_board
3074457346443216541,2019-02-08 13:30:00 UTC,backup_board
3074457346460502251,2019-04-05 03:56:25 UTC,backup_board
3074457346459055297,2019-02-16 21:50:47 UTC,backup_board
3074457346459055297,2019-02-16 23:55:54 UTC,backup_board
3074457346459055297,2019-02-16 23:54:07 UTC,backup_board
3074457346444664429,2019-02-16 16:56:01 UTC,backup_board
3074457346459055297,2019-02-16 23:55:35 UTC,backup_board
3074457346459055297,2019-02-16 23:58:16 UTC,backup_board
3074457346459055297,2019-02-16 23:58:16 UTC,backup_board
3074457346459055297,2019-02-16 23:54:05 UTC,backup_board
3074457346459055297,2019-02-16 23:55:55 UTC,backup_board
3074457346433921057,2019-04-29 15:03:27 UTC,backup_board
3074457346454122557,2019-03-29 15:08:33 UTC,backup_board
3074457346478611162,2019-02-26 20:46:46 UTC,backup_board
3074457346475648734,2019-02-26 18:48:05 UTC,backup_board
3074457346472368461,2019-02-26 07:42:29 UTC,backup_board
3074457346472368461,2019-02-26 06:48:29 UTC,backup_board
3074457346472368461,2019-02-26 07:44:24 UTC,backup_board
3074457346472368461,2019-02-26 06:48:28 UTC,backup_board
3074457346453659483,2019-04-17 23:56:47 UTC,backup_board
